iter	Passed	Remaining
537	32200	267062
538	32254	266952
539	32311	266868
540	32367	266775
541	32427	266716
542	32480	266600
543	32597	267013
544	32663	267001
545	32746	267129
546	32816	267154
547	32882	267137
548	32947	267117
549	33005	267047
550	33093	267209
551	33171	267298
552	33266	267519
553	33325	267442
554	33382	267356
555	33437	267258
556	33499	267215
557	33585	267358
558	33643	267284
559	33708	267260
560	33773	267238
561	33830	267153
562	33894	267119
563	33964	267137
564	34020	267048
565	34083	267004
566	34155	267038
567	34217	266990
568	34283	266976
569	34347	266945
570	34403	266850
571	34458	266752
572	34513	266651
573	34570	266567
574	34628	266492
575	34702	266536
576	34762	266474
577	34834	266502
578	34902	266501
579	34965	266458
580	35027	266413
581	35099	266442
582	35172	266474
583	35231	266409
584	35287	266316
585	35342	266213
586	35399	266127
587	35462	266091
588	35522	266024
589	35607	266148
590	35676	266154
591	35731	266053
592	35794	266010
593	35857	265971
594	35913	265883
595	35970	265793
596	36039	265796
597	36094	265700
598	36157	265659
599	36214	265575
600	36275	265516
601	36333	265440
602	36392	265366
603	36454	265318
604	36510	265226
605	36570	265167
606	36628	265089
607	36689	265032
608	36746	264949
609	36804	264870
610	36861	264790
611	36922	264731
612	36978	264637
613	37039	264587
614	37094	264487
615	37176	264583
616	37231	264485
617	37288	264397
618	37343	264303
619	37399	264209
620	37453	264102
621	37510	264018
622	37567	263938
623	37624	263856
624	37678	263751
625	37746	263741
626	37805	263676
627	37862	263588
628	37913	263466
629	37968	263372
630	38020	263250
631	38070	263122
632	38128	263046
633	38188	262982
634	38241	262875
635	38297	262784
636	38353	262691
637	38408	262597
638	38460	262480
639	38513	262373
640	38568	262279
641	38622	262176
642	38678	262085
643	38730	261973
644	38796	261948
645	38856	261887
646	38917	261835
647	38978	261779
648	39045	261764
649	39108	261723
650	39194	261837
651	39267	261861
652	39328	261808
653	39389	261752
654	39443	261648
655	39507	261614
656	39562	261519
657	39624	261471
658	39681	261395
659	39739	261314
660	39807	261306
661	39866	261239
662	39921	261148
663	39979	261070
664	40042	261028
665	40105	260984
666	40166	260929
667	40223	260848
668	40301	260903
669	40357	260818
670	40420	260775
671	40482	260723
672	40540	260649
673	40601	260595
674	40660	260526
675	40715	260436
676	40782	260417
677	40842	260354
678	40897	260260
679	40956	260196
680	41024	260182
681	41080	260097
682	41139	260025
683	41266	260392
684	41340	260416
685	41414	260437
686	41492	260488
687	41547	260394
688	41604	260316
689	41662	260237
690	41729	260219
691	41793	260181
692	41846	260075
693	41902	259987
694	41957	259897
695	42014	259812
696	42070	259727
697	42126	259637
698	42184	259561
699	42238	259467
700	42292	259364
701	42350	259294
702	42411	259233
703	42471	259174
704	42531	259110
705	42585	259009
706	42642	258932
707	42698	258843
708	42752	258743
709	42807	258653
710	42865	258578
711	42923	258505
712	42994	258511
713	43053	258444
714	43110	258361
715	43167	258282
716	43316	258753
717	43375	258679
718	43436	258624
719	43523	258721
720	43597	258740
721	43673	258775
722	43734	258715
723	43803	258704
724	43869	258678
725	43923	258581
726	43981	258506
727	44043	258451
728	44116	258464
729	44192	258496
730	44253	258435
731	44311	258360
732	44375	258319
733	44443	258306
734	44511	258286
735	44580	258278
736	44643	258232
737	44715	258233
738	44781	258203
739	44846	258168
740	44906	258107
741	44966	258041
742	45023	257963
743	45084	257902
744	45139	257812
745	45196	257730
746	45273	257764
747	45329	257675
748	45386	257592
749	45441	257503
750	45500	257434
751	45559	257361
752	45623	257322
753	45683	257259
754	45746	257211
755	45808	257156
756	45880	257163
757	45943	257114
758	46007	257071
759	46065	256998
760	46119	256899
761	46172	256798
762	46229	256713
763	46298	256704
764	46357	256631
765	46410	256528
766	46472	256479
767	46533	256421
768	46592	256348
769	46651	256279
770	46709	256204
771	46768	256137
772	46828	256072
773	46886	255998
774	46939	255895
775	46996	255814
776	47057	255756
777	47113	255670
778	47177	255628
779	47237	255567
780	47318	255618
781	47379	255560
782	47435	255470
783	47493	255397
784	47553	255337
785	47612	255268
786	47669	255183
787	47724	255095
788	47798	255107
789	47861	255057
790	47916	254967
791	47971	254878
792	48031	254815
793	48088	254733
794	48141	254637
795	48198	254554
796	48259	254496
797	48315	254413
798	48392	254437
799	48450	254363
800	48509	254295
801	48566	254215
802	48623	254139
803	48679	254054
804	48738	253985
805	48814	254004
806	48882	253980
807	48935	253880
808	48995	253818
809	49054	253749
810	49110	253667
811	49175	253627
812	49255	253666
813	49321	253633
814	49410	253719
815	49472	253667
816	49532	253602
817	49593	253545
818	49670	253565
819	49730	253504
820	49793	253454
821	49855	253400
822	49911	253316
823	49982	253309
824	50041	253241
825	50098	253163
826	50156	253088
827	50255	253222
828	50317	253165
829	50377	253101
830	50439	253045
831	50501	252991
832	50561	252927
833	50623	252873
834	50680	252795
835	50741	252737
836	50809	252711
837	50869	252645
838	50926	252570
839	50989	252519
840	51052	252468
841	51108	252386
842	51168	252323
843	51233	252281
844	51289	252197
845	51351	252146
846	51430	252171
847	51488	252099
848	51548	252035
849	51605	251958
850	51676	251943
851	51753	251965
852	51828	251973
853	51931	252118
854	52014	252162
855	52075	252103
856	52138	252055
857	52201	252003
858	52257	251920
859	52316	251848
860	52391	251855
861	52463	251848
862	52522	251779
863	52588	251742
864	52653	251700
865	52714	251639
866	52777	251592
867	52838	251532
868	52898	251465
869	52954	251379
870	53026	251374
871	53089	251324
872	53153	251275
873	53224	251264
874	53281	251185
875	53340	251114
876	53441	251240
877	53501	251176
878	53572	251163
879	53698	251408
880	53795	251513
881	53863	251484
882	53935	251474
883	54013	251493
884	54073	251426
885	54150	251437
886	54245	251536
887	54314	251509
888	54372	251434
889	54434	251376
890	54494	251312
891	54549	251220
892	54610	251159
893	54676	251120
894	54744	251089
895	54820	251097
896	54895	251099
897	54954	251030
898	55011	250947
899	55095	250990
900	55157	250932
901	55224	250899
902	55290	250857
903	55350	250792
904	55414	250742
905	55500	250792
906	55572	250782
907	55635	250725
908	55704	250699
909	55776	250686
910	55840	250637
911	55905	250592
912	55977	250578
913	56036	250509
914	56096	250439
915	56154	250367
916	56212	250289
917	56271	250219
918	56329	250144
919	56388	250071
920	56449	250006
921	56508	249936
922	56567	249867
923	56625	249790
924	56687	249732
925	56745	249654
926	56801	249570
927	56859	249495
928	56919	249429
929	56976	249346
930	57035	249279
931	57094	249204
932	57181	249256
933	57242	249192
934	57322	249216
935	57401	249231
936	57676	250096
937	57739	250039
938	57798	249965
939	57861	249910
940	57922	249846
941	57979	249765
942	58043	249717
943	58113	249689
944	58201	249742
945	58268	249705
946	58334	249663
947	58423	249717
948	58503	249732
949	58572	249702
950	58630	249627
951	58696	249585
952	58758	249524
953	58816	249444
954	58876	249379
955	58933	249297
956	58988	249206
957	59045	249124
958	59103	249049
959	59160	248965
960	59219	248895
961	59283	248843
962	59341	248767
963	59417	248765
964	59488	248744
965	59552	248691
966	59627	248683
967	59784	249018
968	59879	249097
969	59957	249100
970	60027	249073
971	60111	249105
972	60174	249046
973	60240	249000
974	60318	249006
975	60378	248935
976	60460	248959
977	60597	249204
978	60682	249237
979	60775	249302
980	60867	249363
981	60936	249332
982	60996	249260
983	61059	249203
984	61123	249148
985	61192	249112
986	61256	249058
987	61316	248989
988	61372	248904
989	61433	248836
990	61495	248776
991	61577	248791
992	61660	248815
993	61761	248908
994	61828	248868
995	61890	248804
996	61950	248732
997	62006	248646
998	62085	248650
999	62176	248705
1000	62247	248679
1001	62307	248607
1002	62372	248556
1003	62465	248617
1004	62549	248642
1005	62627	248643
1006	62708	248656
1007	62774	248607
1008	62840	248558
1009	62901	248491
1010	62972	248462
1011	63041	248428
1012	63106	248378
1013	63186	248385
1014	63257	248355
1015	63327	248322
1016	63387	248250
1017	63449	248188
1018	63512	248130
1019	63574	248065
1020	63636	248001
1021	63688	247897
1022	63743	247807
1023	63845	247901
1024	63906	247831
1025	63975	247797
1026	64046	247767
1027	64111	247714
1028	64173	247652
1029	64237	247595
1030	64309	247570
1031	64365	247480
1032	64422	247400
1033	64478	247314
1034	64541	247253
1035	64596	247163
1036	64653	247081
1037	64729	247069
1038	64814	247095
1039	64875	247025
1040	64936	246957
1041	64993	246873
1042	65049	246787
1043	65106	246706
1044	65164	246628
1045	65221	246543
1046	65278	246460
1047	65336	246384
1048	65407	246352
1049	65490	246369
1050	65562	246344
1051	65634	246316
1052	65722	246349
1053	65790	246310
1054	65914	246478
1055	65984	246443
1056	66050	246394
1057	66112	246330
1058	66171	246253
1059	66232	246183
1060	66286	246090
1061	66341	246000
1062	66396	245912
1063	66461	245855
1064	66524	245795
1065	66580	245710
1066	66634	245615
1067	66691	245535
1068	66748	245450
1069	66804	245367
1070	66873	245326
1071	66947	245306
1072	67008	245239
1073	67064	245155
1074	67122	245073
1075	67181	245000
1076	67238	244918
1077	67294	244831
1078	67349	244742
1079	67406	244658
1080	67463	244579
1081	67515	244480
1082	67575	244406
1083	67632	244325
1084	67690	244247
1085	67747	244165
1086	67802	244076
1087	67859	243993
1088	67959	244067
1089	68015	243981
1090	68074	243907
1091	68134	243836
1092	68192	243759
1093	68252	243686
1094	68319	243641
1095	68383	243585
1096	68456	243560
1097	68521	243505
1098	68594	243484
1099	68656	243419
1100	68713	243335
1101	68771	243259
1102	68831	243187
1103	68900	243148
1104	68967	243103
1105	69036	243064
1106	69097	242997
1107	69161	242939
1108	69224	242878
1109	69288	242821
1110	69351	242762
1111	69413	242698
1112	69475	242635
1113	69542	242585
1114	69607	242535
1115	69670	242473
1116	69727	242392
1117	69781	242300
1118	69837	242215
1119	69890	242122
1120	69973	242130
1121	70042	242089
1122	70099	242010
1123	70178	242003
1124	70241	241943
1125	70300	241869
1126	70364	241812
1127	70432	241769
1128	70496	241709
1129	70588	241748
1130	70659	241718
1131	70726	241669
1132	70815	241698
1133	70879	241640
1134	70938	241565
1135	70998	241494
1136	71065	241448
1137	71123	241371
1138	71180	241288
1139	71239	241213
1140	71297	241137
1141	71355	241058
1142	71412	240977
1143	71468	240892
1144	71524	240810
1145	71580	240723
1146	71638	240646
1147	71693	240560
1148	71750	240480
1149	71807	240399
1150	71865	240323
1151	71921	240236
1152	71990	240198
1153	72059	240155
1154	72116	240076
1155	72173	239995
1156	72234	239930
1157	72292	239851
1158	72346	239762
1159	72405	239686
1160	72468	239626
1161	72529	239561
1162	72589	239488
1163	72643	239400
1164	72701	239321
1165	72757	239237
1166	72813	239153
1167	72870	239075
1168	72931	239007
1169	72989	238932
1170	73045	238847
1171	73101	238764
1172	73159	238688
1173	73217	238612
1174	73272	238526
1175	73330	238447
1176	73390	238379
1177	73446	238295
1178	73502	238213
1179	73561	238139
1180	73618	238059
1181	73687	238019
1182	73757	237980
1183	73814	237902
1184	73908	237943
1185	73972	237885
1186	74080	237968
1187	74149	237928
1188	74210	237859
1189	74268	237783
1190	74323	237696
1191	74380	237619
1192	74435	237530
1193	74499	237476
1194	74558	237400
1195	74628	237363
1196	74685	237283
1197	74741	237201
1198	74799	237124
1199	74860	237056
1200	74915	236973
1201	74971	236889
1202	75027	236808
1203	75084	236728
1204	75141	236649
1205	75202	236582
1206	75271	236539
1207	75337	236490
1208	75398	236423
1209	75460	236360
1210	75518	236283
1211	75580	236218
1212	75636	236139
1213	75694	236061
1214	75767	236033
1215	75837	235994
1216	75903	235944
1217	75965	235881
1218	76026	235814
1219	76137	235902
1220	76203	235849
1221	76256	235759
1222	76314	235682
1223	76374	235613
1224	76432	235537
1225	76492	235466
1226	76550	235390
1227	76619	235348
1228	76680	235281
1229	76737	235202
1230	76796	235130
1231	76853	235052
1232	76911	234976
1233	76977	234924
1234	77041	234866
1235	77105	234810
1236	77165	234739
1237	77228	234681
1238	77289	234613
1239	77353	234555
1240	77413	234485
1241	77475	234422
1242	77536	234356
1243	77597	234290
1244	77657	234218
1245	77757	234271
1246	77831	234243
1247	77906	234220
1248	77968	234156
1249	78028	234085
1250	78099	234048
1251	78274	234323
1252	78338	234266
1253	78399	234197
1254	78459	234128
1255	78514	234043
1256	78572	233967
1257	78637	233913
1258	78706	233868
1259	78776	233827
1260	78864	233841
1261	78927	233779
1262	78992	233725
1263	79057	233669
1264	79119	233606
1265	79179	233534
1266	79238	233464
1267	79297	233389
1268	79352	233305
1269	79408	233223
1270	79466	233148
1271	79520	233061
1272	79577	232981
1273	79640	232920
1274	79708	232873
1275	79771	232811
1276	79832	232744
1277	79890	232669
1278	79946	232589
1279	80004	232512
1280	80062	232438
1281	80124	232374
1282	80186	232308
1283	80240	232223
1284	80344	232279
1285	80405	232214
1286	80464	232141
1287	80519	232057
1288	80575	231974
1289	80634	231902
1290	80691	231825
1291	80753	231761
1292	80812	231688
1293	80881	231643
1294	80946	231588
1295	81005	231514
1296	81059	231428
1297	81116	231352
1298	81173	231273
1299	81239	231221
1300	81299	231149
1301	81356	231072
1302	81411	230988
1303	81468	230909
1304	81522	230825
1305	81579	230746
1306	81633	230659
1307	81689	230579
1308	81749	230508
1309	81831	230501
1310	81888	230423
1311	81947	230351
1312	82005	230276
1313	82060	230192
1314	82115	230110
1315	82170	230026
1316	82224	229940
1317	82280	229861
1318	82335	229777
1319	82450	229861
1320	82505	229777
1321	82561	229698
1322	82618	229620
1323	82679	229554
1324	82741	229491
1325	82803	229425
1326	82892	229438
1327	82952	229368
1328	83010	229293
1329	83065	229210
1330	83122	229134
1331	83180	229057
1332	83240	228989
1333	83296	228908
1334	83353	228831
1335	83410	228755
1336	83468	228681
1337	83525	228603
1338	83583	228526
1339	83640	228451
1340	83701	228384
1341	83758	228306
1342	83814	228226
1343	83874	228157
1344	83930	228077
1345	83987	228001
1346	84042	227919
1347	84098	227840
1348	84154	227760
1349	84211	227684
1350	84276	227627
1351	84334	227552
1352	84388	227467
1353	84496	227528
1354	84564	227482
1355	84621	227405
1356	84675	227319
1357	84733	227245
1358	84791	227171
1359	84848	227093
1360	84903	227011
1361	84959	226933
1362	85020	226865
1363	85077	226791
1364	85135	226716
1365	85191	226636
1366	85256	226580
1367	85312	226501
1368	85367	226420
1369	85423	226341
1370	85479	226262
1371	85533	226178
1372	85590	226102
1373	85646	226022
1374	85702	225943
1375	85762	225874
1376	85816	225790
1377	85874	225717
1378	85931	225641
1379	85994	225579
1380	86052	225506
1381	86108	225426
1382	86165	225352
1383	86219	225265
1384	86276	225190
1385	86332	225112
1386	86390	225037
1387	86448	224965
1388	86526	224943
1389	86607	224930
1390	86662	224850
1391	86717	224767
1392	86772	224687
1393	86830	224613
1394	86885	224532
1395	86940	224450
1396	87013	224416
1397	87074	224350
1398	87135	224284
1399	87194	224215
1400	87248	224131
1401	87307	224059
1402	87361	223977
1403	87415	223892
1404	87470	223813
1405	87529	223740
1406	87581	223653
1407	87635	223570
1408	87690	223488
1409	87743	223404
1410	87797	223319
1411	87848	223230
1412	87905	223154
1413	87964	223084
1414	88023	223013
1415	88077	222930
1416	88137	222863
1417	88199	222800
1418	88262	222739
1419	88318	222661
1420	88373	222580
1421	88429	222503
1422	88483	222422
1423	88575	222435
1424	88637	222370
1425	88693	222294
1426	88748	222213
1427	88803	222131
1428	88859	222055
1429	88915	221977
1430	88970	221897
1431	89024	221814
1432	89088	221756
1433	89153	221701
1434	89209	221623
1435	89265	221546
1436	89322	221473
1437	89377	221393
1438	89434	221317
1439	89488	221236
1440	89545	221160
1441	89601	221083
1442	89655	221000
1443	89711	220923
1444	89764	220840
1445	89818	220757
1446	89874	220680
1447	89930	220601
1448	89986	220525
1449	90041	220445
1450	90097	220370
1451	90154	220294
1452	90210	220216
1453	90265	220137
1454	90319	220057
1455	90374	219976
1456	90429	219898
1457	90489	219830
1458	90545	219754
1459	90670	219844
1460	90733	219784
1461	90789	219707
1462	90847	219635
1463	90906	219566
1464	90963	219492
1465	91022	219422
1466	91078	219346
1467	91155	219319
1468	91216	219254
1469	91271	219174
1470	91328	219100
1471	91395	219051
1472	91452	218977
1473	91509	218903
1474	91566	218828
1475	91625	218758
1476	91683	218687
1477	91739	218610
1478	91817	218587
1479	91876	218517
1480	91931	218438
1481	91985	218357
1482	92040	218279
1483	92099	218208
1484	92155	218132
1485	92209	218052
1486	92265	217975
1487	92321	217899
1488	92381	217831
1489	92437	217756
1490	92493	217679
1491	92551	217607
1492	92617	217555
1493	92703	217549
1494	92783	217529
1495	92838	217451
1496	92894	217374
1497	92944	217283
1498	92999	217205
1499	93052	217123
1500	93106	217041
1501	93158	216956
1502	93215	216881
1503	93271	216805
1504	93329	216735
1505	93388	216666
1506	93447	216596
1507	93502	216520
1508	93556	216437
1509	93611	216360
1510	93676	216304
1511	93729	216223
1512	93781	216138
1513	93836	216059
1514	93893	215986
1515	93947	215905
1516	94001	215825
1517	94055	215744
1518	94109	215664
1519	94164	215587
1520	94219	215510
1521	94274	215431
1522	94329	215352
1523	94384	215275
1524	94441	215201
1525	94494	215120
1526	94551	215048
1527	94604	214964
1528	94657	214883
1529	94771	214939
1530	94874	214970
1531	94929	214893
1532	94986	214818
1533	95072	214811
1534	95135	214751
1535	95193	214682
1536	95255	214619
1537	95319	214560
1538	95375	214486
1539	95445	214441
1540	95503	214372
1541	95565	214310
1542	95632	214259
1543	95712	214238
1544	95774	214176
1545	95836	214112
1546	95894	214042
1547	95952	213972
1548	96017	213916
1549	96110	213922
1550	96195	213911
1551	96273	213885
1552	96342	213839
1553	96403	213775
1554	96469	213720
1555	96527	213650
1556	96593	213598
1557	96654	213533
1558	96717	213473
1559	96776	213404
1560	96861	213392
1561	96924	213332
1562	96976	213249
1563	97041	213194
1564	97103	213131
1565	97164	213067
1566	97224	212999
1567	97305	212979
1568	97395	212978
1569	97463	212928
1570	97543	212906
1571	97607	212849
1572	97667	212781
1573	97722	212704
1574	97778	212629
1575	97845	212577
1576	97907	212515
1577	97971	212457
1578	98031	212390
1579	98092	212326
1580	98148	212252
1581	98203	212173
1582	98259	212098
1583	98319	212031
1584	98389	211986
1585	98453	211930
1586	98516	211868
1587	98578	211807
1588	98635	211733
1589	98692	211660
1590	98750	211590
1591	98808	211520
1592	98893	211506
1593	98972	211481
1594	99029	211408
1595	99085	211333
1596	99145	211266
1597	99202	211193
1598	99268	211139
1599	99326	211068
1600	99382	210993
1601	99437	210915
1602	99503	210863
1603	99571	210812
1604	99626	210737
1605	99683	210664
1606	99740	210590
1607	99797	210517
1608	99854	210445
1609	99909	210368
1610	99968	210300
1611	100024	210226
1612	100079	210148
1613	100135	210072
1614	100192	210000
1615	100249	209928
1616	100306	209855
1617	100364	209786
1618	100423	209716
1619	100479	209642
1620	100541	209580
1621	100597	209506
1622	100658	209440
1623	100716	209371
1624	100774	209299
1625	100831	209228
1626	100891	209161
1627	101005	209208
1628	101064	209140
1629	101122	209069
1630	101182	209002
1631	101240	208933
1632	101296	208858
1633	101357	208793
1634	101415	208723
1635	101474	208655
1636	101528	208577
1637	101595	208525
1638	101657	208463
1639	101714	208391
1640	101768	208312
1641	101841	208272
1642	101913	208230
1643	101974	208167
1644	102033	208098
1645	102103	208052
1646	102158	207977
1647	102215	207904
1648	102274	207835
1649	102333	207767
1650	102391	207696
1651	102448	207625
1652	102513	207570
1653	102570	207498
1654	102627	207425
1655	102686	207357
1656	102742	207283
1657	102801	207214
1658	102858	207142
1659	102913	207066
1660	102972	206999
1661	103099	207066
1662	103170	207024
1663	103227	206950
1664	103285	206881
1665	103346	206816
